data_id,iso,event_id_cnty,event_id_no_cnty,event_date,year,time_precision,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,timestamp,iso3
4617129,716,ZIM6121,6121,8/3/2018,2018,1,Strategic developments,Looting/property destruction,Military Forces of Zimbabwe (2017-),,1,,,0,10,Southern Africa,Zimbabwe,Harare,Harare,Harare City Council,Harare,-17.8333,31.05,1,ZPP,Local,"Property destruction: On the night of 3 August, soldiers destroyed Copacabana market, in the centre of Harare.",0,1552576466,ZWE
4617142,716,ZIM6120,6120,8/3/2018,2018,1,Violence against civilians,Attack,Military Forces of Zimbabwe (2017-),,1,Civilians (Zimbabwe),,7,17,Southern Africa,Zimbabwe,Mashonaland West,Chegutu,Norton Town Council,Kuwadzana,-17.8253,30.9311,1,local source,Local,"On 3 August, soldiers beat a man in Kuwadzana. He was hospitalised",0,1552576466,ZWE
4617144,716,ZIM6126,6126,8/3/2018,2018,1,Violence against civilians,Attack,ZANU-PF: Zimbabwe African National Union-Patriotic Front,,3,Civilians (Zimbabwe),MDC-A: Movement for Democratic Change (Alliance),7,37,Southern Africa,Zimbabwe,Mashonaland West,Chegutu,Chegutu Municipality,Chegutu,-18.1333,30.15,1,ZPP,Local,"On 3 August, ZANU officials driving a ZANU vehicle, beat an MDC supporter in Chegutu. He was rushed to hospital with severe injuries.",0,1552576466,ZWE
4617331,716,ZIM6111,6111,8/2/2018,2018,1,Violence against civilians,Attack,Military Forces of Zimbabwe (2017-),Police Forces of Zimbabwe (2017-),1,Civilians (Zimbabwe),,7,17,Southern Africa,Zimbabwe,Harare,Harare,Chitungwiza Urban,Chitungwiza,-18.0127,31.0756,1,local source,Local,"On the night of 2 August, teams of military and police moved around Chitungwiza beating and ""torturing"" people.",0,1552576467,ZWE
4617332,716,ZIM6112,6112,8/2/2018,2018,1,Strategic developments,Other,Police Forces of Zimbabwe (2017-),,1,Civilians (Zimbabwe),Journalists (Zimbabwe); Journalists (International),7,17,Southern Africa,Zimbabwe,Harare,Harare,Harare City Council,Harare,-17.8333,31.05,1,Newsday,National,"Non-violent activity: On 2 August, riot police raided a press conference held by Chamisa in front of national and foreign journalists at the Bronte Hotel, in Harare.",0,1552576467,ZWE
4617333,716,ZIM6113,6113,8/2/2018,2018,1,Violence against civilians,Attack,Military Forces of Zimbabwe (2017-),,1,Civilians (Zimbabwe),,7,17,Southern Africa,Zimbabwe,Harare,Harare,Harare City Council,Highfield,-17.8858,30.9919,1,ZPP,Local,"On 2 August, soldiers beat 3 youths in Highfield and urinated in their mouths.",0,1552576467,ZWE
4617334,716,ZIM6114,6114,8/2/2018,2018,1,Violence against civilians,Attack,Military Forces of Zimbabwe (2017-),,1,Civilians (Zimbabwe),,7,17,Southern Africa,Zimbabwe,Harare,Harare,Harare City Council,Glen Norah,-17.9047,30.9838,1,ZPP,Local,"On 2 August, soldiers moved around Glen Norah beating people",0,1552576467,ZWE
4617335,716,ZIM6115,6115,8/2/2018,2018,1,Violence against civilians,Attack,Military Forces of Zimbabwe (2017-),,1,Civilians (Zimbabwe),,7,17,Southern Africa,Zimbabwe,Harare,Harare,Harare City Council,Harare,-17.8333,31.05,1,local source,Local,"On 2 August, soldiers in the centre of Harare stopped pedestrians and asked them who they had voted for. A man who they accused of voting for the MDC was beaten with a stick until he could not walk.",0,1552576467,ZWE
4617336,716,ZIM6116,6116,8/2/2018,2018,1,Violence against civilians,Attack,Military Forces of Zimbabwe (2017-),,1,Civilians (Zimbabwe),,7,17,Southern Africa,Zimbabwe,Mashonaland West,Chegutu,Norton Town Council,Kuwadzana,-17.8253,30.9311,1,local source,Local,"On 2 August, soldiers moved around Kuwadzana, beating people. They beat people at bus stops and pulled people out of cars to beat them. A man who they accused of protesting in Harare the previous day wass beaten until he lost consciousness.",0,1552576467,ZWE
4617337,716,ZIM6117,6117,8/2/2018,2018,1,Violence against civilians,Attack,Military Forces of Zimbabwe (2017-),,1,Civilians (Zimbabwe),,7,17,Southern Africa,Zimbabwe,Harare,Harare,Harare City Council,St. Marys,-17.8178,31.0447,1,local source,Local,"On 2 August, soldiers beat civilians in St Mary's, using batons and gun barrels.",0,1552576467,ZWE
4617419,716,ZIM6118,6118,8/2/2018,2018,1,Strategic developments,Looting/property destruction,MDC-A: Movement for Democratic Change (Alliance),,3,Civilians (Zimbabwe),ZANU-PF: Zimbabwe African National Union-Patriotic Front,7,37,Southern Africa,Zimbabwe,Manicaland,Mutasa,Mutasa RDC,Watsomba,-18.6819,32.6391,1,Newsday,National,"Property destruction: On 2 August, an MDC Alliance supporter set a ZANU PF supporter's thatched house on fire in Watsomba.",0,1552576467,ZWE
4617428,716,ZIM6110,6110,8/2/2018,2018,1,Violence against civilians,Attack,Military Forces of Zimbabwe (2017-),,1,Civilians (Zimbabwe),,7,17,Southern Africa,Zimbabwe,Mashonaland West,Chegutu,Norton Town Council,Dzivaresekwa,-17.8053,30.9267,1,Bulawayo24,Subnational,"On 2 August, soldiers travelled around Dzivarasekwa beating people. They broke into a bar, forced everyone to lie on their stomachs, and then whipped and kicked them.",0,1552576467,ZWE
4617605,716,ZIM6101,6101,8/1/2018,2018,2,Violence against civilians,Attack,Military Forces of Zimbabwe (2017-),,1,Civilians (Zimbabwe),,7,17,Southern Africa,Zimbabwe,Mashonaland East,Goromonzi,Goromonzi RDC,Mabvuku,-17.85,31.1833,1,local source,Local,"During the week of 30 July, soldiers came to Mabvuku and beat civilians. 10 people were bundled onto a truck and driven out of town, where they were injected with a strange substance and then dumped in the bush.",0,1552576467,ZWE
4617606,716,ZIM6102,6102,8/1/2018,2018,1,Protests,Protest with intervention,Protesters (Zimbabwe),MDC-A: Movement for Democratic Change (Alliance),6,Police Forces of Zimbabwe (2017-),,1,16,Southern Africa,Zimbabwe,Midlands,Gweru,Gweru City Council,Gweru,-19.45,29.82,1,Zimbabwe Live,National,"On 1 August, opposition supporters in Gweru marched in the streets in solidarity with the Harare opposition rally. The riot police broke up the protest.",0,1552576467,ZWE
4617608,716,ZIM6104,6104,8/1/2018,2018,1,Violence against civilians,Attack,Military Forces of Zimbabwe (2017-),,1,Civilians (Zimbabwe),,7,17,Southern Africa,Zimbabwe,Harare,Harare,Chitungwiza Urban,Chitungwiza,-18.0127,31.0756,1,ZPP,Local,"On 1 August, soldiers moved around Chitungwiza assaulting people and telling them to go home.",0,1552576467,ZWE
4617609,716,ZIM6105,6105,8/1/2018,2018,2,Protests,Peaceful protest,Protesters (Zimbabwe),ZANU-PF: Zimbabwe African National Union-Patriotic Front,6,,,0,60,Southern Africa,Zimbabwe,Mashonaland East,Chikomba,Chikomba RDC,Chivhu,-19.0211,30.8922,1,Human Rights Watch,International,"Following the 30 July election, groups of ZANU supporters moved around Chivhu singing war songs and threatening to punish opposition supporters.",0,1552576467,ZWE
4617610,716,ZIM6106,6106,8/1/2018,2018,2,Protests,Peaceful protest,Protesters (Zimbabwe),ZANU-PF: Zimbabwe African National Union-Patriotic Front,6,,,0,60,Southern Africa,Zimbabwe,Mashonaland East,Marondera,Marondera Municipality,Marondera,-18.1833,31.55,1,Human Rights Watch,International,"Following the 30 July election, groups of ZANU supporters moved around Marondera singing war songs and threatening to punish opposition supporters.",0,1552576467,ZWE
4617611,716,ZIM6107,6107,8/1/2018,2018,2,Protests,Peaceful protest,Protesters (Zimbabwe),ZANU-PF: Zimbabwe African National Union-Patriotic Front,6,,,0,60,Southern Africa,Zimbabwe,Mashonaland West,Hurungwe,Hurungwe RDC,Muzarabani,-15.75,29.3333,1,Human Rights Watch,International,"Following the 30 July election, groups of ZANU supporters moved around Muzarabani singing war songs and threatening to punish opposition supporters.",0,1552576467,ZWE
4617612,716,ZIM6108,6108,8/1/2018,2018,1,Violence against civilians,Attack,Military Forces of Zimbabwe (2017-),,1,Civilians (Zimbabwe),,7,17,Southern Africa,Zimbabwe,Harare,Harare,Harare City Council,Mbare,-17.8581,31.0372,1,local source,Local,"On 1 August, soldiers set up a roadblock on the route to Mbare. They stopped buses and beat people travelling on the buses. One civilian was kicked, beaten and had his private parts damaged. The soldiers then went into Mbare, where they beat people in the market. The soldiers accused people in the market of voting for Chamisa.",0,1552576467,ZWE
4617613,716,ZIM6109,6109,8/1/2018,2018,1,Violence against civilians,Attack,Military Forces of Zimbabwe (2017-),,1,Civilians (Zimbabwe),,7,17,Southern Africa,Zimbabwe,Harare,Harare,Harare City Council,Pomona,-17.7542,31.0864,1,local source,Local,"On 1 August, soldiers intercepted 2 civilians in Pomona and took them to the barracks, where they beat them severely. The soldiers accused the men of arranging protests in Harare.",0,1552576467,ZWE
4617604,716,ZIM6100,6100,8/1/2018,2018,1,Riots,Violent demonstration,Rioters (Zimbabwe),MDC-A: Movement for Democratic Change (Alliance),5,Military Forces of Zimbabwe (2017-),,1,15,Southern Africa,Zimbabwe,Harare,Harare,Harare City Council,Harare,-17.8333,31.05,1,AFP; Business Insider; New Zimbabwe,International,"On 1 August, opposition supporters rioted to protest electoral manipulation. They threw stones at the headquarters of the electoral commission. The military intervened, opening live fire into the crowd of protesters and then driving through town, beating and shooting civilians. 6 civilians were killed and many were severely injured. Following the suppression of the protest, troops of soldiers continued to move around the CBD, beating and interrogating civilians.",6,1552576467,ZWE
4617607,716,ZIM6103,6103,8/1/2018,2018,1,Riots,Violent demonstration,Rioters (Zimbabwe),,5,Police Forces of Zimbabwe (2017-),,1,15,Southern Africa,Zimbabwe,Harare,Harare,Epworth Local Board,Epworth,-17.8794,31.1244,1,ZPP,Local,"On the night of 1 August, the riot police were deployed to Epworth to quell a riot.",0,1552576467,ZWE
4617974,716,ZIM6099,6099,7/31/2018,2018,1,Protests,Peaceful protest,Protesters (Zimbabwe),MDC-A: Movement for Democratic Change (Alliance),6,,,0,60,Southern Africa,Zimbabwe,Harare,Harare,Harare City Council,Harare,-17.8333,31.05,1,Newsday,National,"On 31 July, opposition supporters protested in the streets of Harare, after rumours that the president and a senior party official were being targeted for assassination.",0,1552576467,ZWE
4618380,716,ZIM6098,6098,7/29/2018,2018,1,Violence against civilians,Attack,Unidentified Armed Group (Zimbabwe),,3,Civilians (Zimbabwe),MDC-A: Movement for Democratic Change (Alliance),7,37,Southern Africa,Zimbabwe,Mashonaland Central,Mazowe,Mazowe RDC,Mazowe,-17.5166,30.9667,2,ZPP,Local,"On 29 July, unidentified attackers beat a man in Mazowe North with sjamboks, accusing of posting opposition (MDC-T) material.",0,1552576468,ZWE
4618606,716,ZIM6096,6096,7/28/2018,2018,1,Violence against civilians,Attack,ZANU-PF: Zimbabwe African National Union-Patriotic Front,,3,Civilians (Zimbabwe),MDC-A: Movement for Democratic Change (Alliance); Former ZANU-PF: Zimbabwe African National Union-Patriotic Front,7,37,Southern Africa,Zimbabwe,Harare,Harare,Harare City Council,Mbare,-17.8581,31.0372,1,Bulawayo24,Subnational,"On 28 July, ZANU PF militants led by Tongai Mnangagwa came to Shadreck Mashayamombe's offices in Mbare. They beat his workers and threw them in the pond multiple times. Then they set the offices alight. The workers are being treated in hospital. Mashayamombe is a former ZANU G40 leader who is running for MP under the Alliance.",0,1552576468,ZWE
4618852,716,ZIM6095,6095,7/27/2018,2018,1,Violence against civilians,Attack,ZANU-PF: Zimbabwe African National Union-Patriotic Front,,3,Civilians (Zimbabwe),MDC-A: Movement for Democratic Change (Alliance),7,37,Southern Africa,Zimbabwe,Matabeleland North,Tsholotsho,Tsholotsho RDC,Mbizo,-19.2166,27.5167,1,local source,Local,"On 27 July, 3 MDC activists were camapaigning in Mbizo. ZANU youths attacked them with machetes. They are critically injured.",0,1552576468,ZWE
4619101,716,ZIM6093,6093,7/27/2018,2018,1,Riots,Mob violence,Rioters (Zimbabwe),ZANU-PF: Zimbabwe African National Union-Patriotic Front,5,Civilians (Zimbabwe),Former ZANU-PF: Zimbabwe African National Union-Patriotic Front,7,57,Southern Africa,Zimbabwe,Mashonaland West,Chegutu,Norton Town Council,Norton,-17.8833,30.7,1,local source,Local,"On 27 July, rioting ZANU youths stoned the car of Norton independent candidate, Temba Mliswa, a former ZANU PF MP.",0,1552576469,ZWE
4618851,716,ZIM6094,6094,7/27/2018,2018,1,Riots,Mob violence,Rioters (Zimbabwe),ZANU-PF: Zimbabwe African National Union-Patriotic Front,5,Rioters (Zimbabwe),MDC-A: Movement for Democratic Change (Alliance),5,55,Southern Africa,Zimbabwe,Midlands,Kwekwe,Zibagwe RDC,Zhombe,-18.6666,29.1667,1,local source,Local,"On 27 July, ZANU youths and MDC youths clashed for 2 hours at a shopping centre in Zhombe. Both parties were armed with machetes, bricks, and axes.",0,1552576468,ZWE
4619161,716,ZIM6091,6091,7/26/2018,2018,1,Violence against civilians,Attack,ZANU-PF: Zimbabwe African National Union-Patriotic Front,,3,Civilians (Zimbabwe),Former ZANU-PF: Zimbabwe African National Union-Patriotic Front,7,37,Southern Africa,Zimbabwe,Mashonaland West,Hurungwe,Hurungwe RDC,Magunje,-16.85,29.4167,1,Bulawayo24,Subnational,"On 26 July, ZANU youth came to the home of Godfrey Gandawa, a former ZANU leader in the G40 faction who is running as an independent candidate in the election. They wanted to kill him. When they did not find him, they abducted his family. The family was dumped in the bush.",0,1552576469,ZWE
4619162,716,ZIM6092,6092,7/26/2018,2018,1,Violence against civilians,Attack,Military Forces of Zimbabwe (2017-),,1,Civilians (Zimbabwe),MDC-A: Movement for Democratic Change (Alliance),7,17,Southern Africa,Zimbabwe,Mashonaland West,Makonde,Chinhoyi Municipality,Chinhoyi,-17.3666,30.2,1,local source,Local,"On 26 July, soldiers beat an MDC supporter for distributing party material in Chinhoyi.",0,1552576469,ZWE
4619975,716,ZIM6087,6087,7/23/2018,2018,1,Strategic developments,Looting/property destruction,ZANU-PF: Zimbabwe African National Union-Patriotic Front,,3,Civilians (Zimbabwe),MDC-A: Movement for Democratic Change (Alliance),7,37,Southern Africa,Zimbabwe,Mashonaland Central,Guruve,Guruve RDC,Guruve,-16.6666,30.7,1,local source,Local,"Property destruction: On 23 July, the MDC youth chairman for Guruve's house was burned down by ZANU youths.",0,1552576470,ZWE
4619976,716,ZIM6088,6088,7/23/2018,2018,1,Violence against civilians,Attack,ZANU-PF: Zimbabwe African National Union-Patriotic Front,,3,Civilians (Zimbabwe),MDC-A: Movement for Democratic Change (Alliance),7,37,Southern Africa,Zimbabwe,Mashonaland Central,Bindura,Bindura Municipality,Bindura,-17.2964,31.3297,1,local source,Local,"On 23 July, MDC activists were doing door to door campaigning in Bindura. ZANU activists, including the ZANU councillor, blocked the road with logs and then beat the MDC activists. The victims were hospitalised.",0,1552576470,ZWE
4619977,716,ZIM6089,6089,7/23/2018,2018,1,Violence against civilians,Attack,ZANU-PF: Zimbabwe African National Union-Patriotic Front,,3,Civilians (Zimbabwe),MDC-A: Movement for Democratic Change (Alliance),7,37,Southern Africa,Zimbabwe,Mashonaland East,Mutoko,Mutoko RDC,Mutoko,-17.4,32.2167,1,local source,Local,"On 23 July, a ZANU PF candidate beat an MDC candidate in Mutoko.",0,1552576470,ZWE
4619978,716,ZIM6090,6090,7/23/2018,2018,1,Violence against civilians,Attack,ZANU-PF: Zimbabwe African National Union-Patriotic Front,,3,Civilians (Zimbabwe),MDC-A: Movement for Democratic Change (Alliance),7,37,Southern Africa,Zimbabwe,Mashonaland East,Goromonzi,Goromonzi RDC,Goromonzi,-17.85,31.3833,1,local source,Local,"On 23 July, ZANU supporters stoned MDC activists leaving a rally in Goromonzi.",0,1552576470,ZWE
4620644,716,ZIM6084,6084,7/21/2018,2018,1,Violence against civilians,Attack,MDC-A: Movement for Democratic Change (Alliance),,3,Civilians (Zimbabwe),BZA: Build Zimbabwe Alliance,7,37,Southern Africa,Zimbabwe,Harare,Harare,Chitungwiza Urban,Zengeza,-17.9939,31.0481,1,local source,Local,"On 21 July, MDC Alliance activists beat a BZA activist who was campaigning in Zengeza. He sustained injuries.",0,1552576470,ZWE
4620645,716,ZIM6085,6085,7/21/2018,2018,1,Violence against civilians,Attack,MDC-A: Movement for Democratic Change (Alliance),,3,Civilians (Zimbabwe),MDC-T/Khupe: Movement for Democratic Change (Tsvangirai/Khupe Faction),7,37,Southern Africa,Zimbabwe,Harare,Harare,Harare City Council,Hatfield,-17.8757,31.0921,1,local source,Local,"On 21 July, an MDC Alliance activist beat an MDC Khupe activist with a whip to prevent him from campaigning in Hatfield.",0,1552576470,ZWE
4620646,716,ZIM6086,6086,7/21/2018,2018,1,Violence against civilians,Attack,ZANU-PF: Zimbabwe African National Union-Patriotic Front,,3,Civilians (Zimbabwe),MDC-A: Movement for Democratic Change (Alliance),7,37,Southern Africa,Zimbabwe,Mashonaland East,Chikomba,Chikomba RDC,Chikomba,-18.7517,30.8963,1,local source,Local,"On 21 July, a ZANU official beat an MDC supporter in Chikomba. He was severely injured.",0,1552576470,ZWE
4620958,716,ZIM6083,6083,7/20/2018,2018,1,Violence against civilians,Attack,ZANU-PF: Zimbabwe African National Union-Patriotic Front,,3,Civilians (Zimbabwe),MDC-A: Movement for Democratic Change (Alliance); Former ZANU-PF: Zimbabwe African National Union-Patriotic Front,7,37,Southern Africa,Zimbabwe,Mashonaland East,Mutoko,Mutoko RDC,Mutoko,-17.4,32.2167,1,local source,Local,"On 20 July, ZANU supporters beat a former ZANU supporter who had joined the opposition Alliance in Mutoko.",0,1552576471,ZWE
4621021,716,ZIM6082,6082,7/20/2018,2018,1,Violence against civilians,Attack,Militia (Miners),,3,Civilians (Zimbabwe),,7,37,Southern Africa,Zimbabwe,Matabeleland South,Umzingwane,Umzingwane RDC,Esigodini,-20.3,28.9333,1,Newsday,National,"Over 18-20 July, the leaders of a gang of gold miners instructed their teams to attack their rivals in Esigodini. The teams used machetes and destroyed housing and vehicles.",0,1552576471,ZWE
4621286,716,ZIM6072,6072,7/19/2018,2018,1,Protests,Peaceful protest,Protesters (Zimbabwe),Christian Group (Zimbabwe),6,,,0,60,Southern Africa,Zimbabwe,Bulawayo,Bulawayo,Bulawayo City Council,Bulawayo,-20.15,28.58,1,Newsday,National,On 19 July Church groups held a march for peace in Bulawayo.,0,1552576471,ZWE
4621287,716,ZIM6081,6081,7/19/2018,2018,1,Violence against civilians,Attack,Militia (Miners),,3,Civilians (Zimbabwe),,7,37,Southern Africa,Zimbabwe,Matabeleland South,Umzingwane,Umzingwane RDC,Esigodini,-20.3,28.9333,1,Newsday,National,"Over 18-20 July, the leaders of a gang of gold miners instructed their teams to attack their rivals in Esigodini. The teams used machetes and destroyed housing and vehicles.",0,1552576471,ZWE
4621357,716,ZIM6070,6070,7/18/2018,2018,1,Violence against civilians,Attack,MDC-A: Movement for Democratic Change (Alliance),,3,Civilians (Zimbabwe),MDC-A: Movement for Democratic Change (Alliance),7,37,Southern Africa,Zimbabwe,Masvingo,Gutu,Gutu RDC,Gutu,-19.65,31.1667,1,The Herald,National,"On 18 July, MDC Alliance supporters attacked an MDC Alliance candidate in Gutu in a factional squabble. They sprayed a chemical in his eyes.",0,1552576471,ZWE
4621358,716,ZIM6071,6071,7/18/2018,2018,1,Violence against civilians,Attack,MDC-A: Movement for Democratic Change (Alliance),,3,Civilians (Zimbabwe),MDC-A: Movement for Democratic Change (Alliance),7,37,Southern Africa,Zimbabwe,Harare,Harare,Harare City Council,Harare,-17.8333,31.05,1,Bulawayo24,Subnational,"On 18 July, Shadreck Mashayamombe, a former ZANU MP running as an MDC Alliance candidate, attacked and beat a member of the MDC Alliance from Transform Zimbabwe in Harare South.",0,1552576471,ZWE
4621458,716,ZIM6078,6078,7/18/2018,2018,1,Violence against civilians,Attack,Esigodini Communal Militia (Zimbabwe),,4,Civilians (Zimbabwe),,7,47,Southern Africa,Zimbabwe,Matabeleland South,Umzingwane,Umzingwane RDC,Esigodini,-20.3,28.9333,1,Newsday,National,"Over 18-20 July, the leaders of a gang of gold miners instructed their teams to qttack their rivals in Esigodini. The teams used machetes and destroyed housing and vehicles.",0,1552576471,ZWE
4621459,716,ZIM6079,6079,7/18/2018,2018,1,Violence against civilians,Attack,ZANU-PF: Zimbabwe African National Union-Patriotic Front,,3,Civilians (Zimbabwe),MDC-A: Movement for Democratic Change (Alliance),7,37,Southern Africa,Zimbabwe,Harare,Harare,Chitungwiza Urban,Chitungwiza,-18.0127,31.0756,1,local source,Local,"On 18 July, ZANU supporters used an iron bar to beat an MDC supporter returning from a funeral in Chitungwiza.",0,1552576471,ZWE
4621460,716,ZIM6080,6080,7/18/2018,2018,1,Violence against civilians,Attack,ZANU-PF: Zimbabwe African National Union-Patriotic Front,,3,Civilians (Zimbabwe),ZINASU: Zimbabwe National Students Union,7,37,Southern Africa,Zimbabwe,Harare,Harare,Harare City Council,Harare,-17.8333,31.05,1,local source,Local,"On 18 July, ZANU supporters beat a ZINASU student who was returning from a meeting in Harare. They accused him of being an opposition supporter.",0,1552576471,ZWE
4621524,716,ZIM6097,6097,7/18/2018,2018,1,Riots,Mob violence,Rioters (Zimbabwe),MDC-A: Movement for Democratic Change (Alliance),5,Civilians (Zimbabwe),ZANU-PF: Zimbabwe African National Union-Patriotic Front,7,57,Southern Africa,Zimbabwe,Manicaland,Mutasa,Mutasa RDC,Mutasa,-18.75,32.6333,1,Newsday,National,"On 18 July, an MDC Alliance supporter attacked a ZANU PF supporter for wearing a party t-shirt in Mutasa, tearing his shirt apart and threatening him with a wooden bench.",0,1552576471,ZWE
4621502,716,ZIM6069,6069,7/18/2018,2018,1,Riots,Mob violence,Rioters (Zimbabwe),ZANU-PF: Zimbabwe African National Union-Patriotic Front,5,Rioters (Zimbabwe),MDC-A: Movement for Democratic Change (Alliance),5,55,Southern Africa,Zimbabwe,Mashonaland East,Goromonzi,Goromonzi RDC,Caledonia,-17.8351,31.2439,1,Bulawayo24,Subnational,"On 18 July, ZANU youths attacked an MDC Alliance rally. There were clashes between the party supporters. 2 MDC Alliance activists were hospitalised.",0,1552576471,ZWE
4622061,716,ZIM6067,6067,7/16/2018,2018,1,Riots,Mob violence,Rioters (Zimbabwe),MDC-A: Movement for Democratic Change (Alliance),5,Civilians (Zimbabwe),Journalists (Zimbabwe),7,57,Southern Africa,Zimbabwe,Harare,Harare,Chitungwiza Urban,Chitungwiza,-18.0127,31.0756,1,Bulawayo24,Subnational,"On 16 July, MDC Alliance youths beat a journalist who was taking pictures in Chitungwiza, breaking his glasses.",0,1552576473,ZWE
4621867,716,ZIM6068,6068,7/16/2018,2018,1,Violence against civilians,Attack,Military Forces of Zimbabwe (2017-),,1,Civilians (Zimbabwe),MDC-A: Movement for Democratic Change (Alliance),7,17,Southern Africa,Zimbabwe,Harare,Harare,Harare City Council,Harare,-17.8333,31.05,1,Local source,Local,"On 16 July, 6 soldiers intercepted MDC Alliance activists who were putting up posters. They beat them and kicked them. 1 activist was taken to a private house and thrown into a swimming pool several times. All 3 activists have been hospitalised with severe injuries.",0,1552576473,ZWE
4622300,716,ZIM6066,6066,7/15/2018,2018,1,Riots,Violent demonstration,Rioters (Zimbabwe),,5,,,0,50,Southern Africa,Zimbabwe,Masvingo,Bikita,Bikita RDC,Bikita,-20.0833,31.6167,1,Local source,Local,"On 15 July, riots broke out outside the police station in Bikita, when people discovered that the police were voting early. No further details on the violence.",0,1552576473,ZWE
4622474,716,ZIM6077,6077,7/14/2018,2018,1,Violence against civilians,Attack,ZANU-PF: Zimbabwe African National Union-Patriotic Front,,3,Civilians (Zimbabwe),ZIPP: Zimbabwe Partnership for Prosperity,7,37,Southern Africa,Zimbabwe,Harare,Harare,Harare City Council,Harare,-17.8333,31.05,1,local source,Local,"On 14 July, ZANU activists attacked a ZIPP candidate in her house. When her neighbour came to help, they beat him as well.",0,1552576474,ZWE
4623124,716,ZIM6064,6064,7/12/2018,2018,1,Battles,Armed clash,ZANU-PF: Zimbabwe African National Union-Patriotic Front,,3,ZANU-PF: Zimbabwe African National Union-Patriotic Front,,3,33,Southern Africa,Zimbabwe,Harare,Harare,Epworth Local Board,Epworth,-17.8794,31.1244,1,The Standard,National,"On 12 July, ZANU PF supporters from different factions clashed in Epworth. 13 people were injured, 2 people were hospitalised. 9 people were arrested.",0,1552576474,ZWE
4622984,716,ZIM6065,6065,7/12/2018,2018,1,Violence against civilians,Attack,ZNLWVA: Zimbabwe National Liberation War Veterans Association,,3,Civilians (Zimbabwe),,7,37,Southern Africa,Zimbabwe,Manicaland,Nyanga,Nyanga RDC,Nyanga,-18.2166,32.75,1,Local source,Local,"On 12 July, a war veteran beat a man in Nyanga to intimidate him to vote.",0,1552576474,ZWE
4623067,716,ZIM6060,6060,7/12/2018,2018,1,Protests,Peaceful protest,Protesters (Zimbabwe),MDC-A: Movement for Democratic Change (Alliance),6,,,0,60,Southern Africa,Zimbabwe,Bulawayo,Bulawayo,Bulawayo City Council,Bulawayo,-20.15,28.58,1,Associated Press,International,"On 12 July, MDC Alliance supporters realised that the police were voting at police camps, which is against the electoral law. MDC Alliance supporters gathered outside the police station in Bulawayo to protest the voting.",0,1552576474,ZWE
4623176,716,ZIM6058,6058,7/11/2018,2018,1,Protests,Peaceful protest,Protesters (Zimbabwe),MDC-A: Movement for Democratic Change (Alliance),6,,,0,60,Southern Africa,Zimbabwe,Harare,Harare,Harare City Council,Harare,-17.8333,31.05,1,Agence France Presse,International,"On 11 July, thousands of MDC Alliance supporters marched in Harare to present a petition to the Zimbabwe Electoral Commission",0,1552576474,ZWE
4623379,716,ZIM6059,6059,7/11/2018,2018,1,Riots,Mob violence,Rioters (Zimbabwe),ZANU-PF: Zimbabwe African National Union-Patriotic Front,5,Civilians (Zimbabwe),MDC-A: Movement for Democratic Change (Alliance),7,57,Southern Africa,Zimbabwe,Harare,Harare,Chitungwiza Urban,Chitungwiza,-18.0127,31.0756,1,Newsday,National,"On 11 July, ZANU PF supporters travelling to a funeral in Chitungwiza, saw MDC Alliance posters. They rampaged through the neighbourhood, burning property, beating residents and threatening to kill people who vote for the opposition.",0,1552576475,ZWE
4623294,716,ZIM6063,6063,7/11/2018,2018,2,Violence against civilians,Attack,Unidentified Armed Group (Zimbabwe),,3,Civilians (Zimbabwe),ZANU-PF: Zimbabwe African National Union-Patriotic Front,7,37,Southern Africa,Zimbabwe,Midlands,Mberengwa,Mberengwa RDC,Mberengwa,-20.4833,29.9167,1,Local source,Local,"During the week of 11 June, A woman and her daughter were attacked and beaten by a man in Mberengwa for wearing ZANU shirts. They do not know the political affiliation of their attacker.",0,1552576475,ZWE
4623751,716,ZIM6057,6057,7/9/2018,2018,1,Violence against civilians,Attack,ZANU-PF: Zimbabwe African National Union-Patriotic Front,,3,Civilians (Zimbabwe),MDC-A: Movement for Democratic Change (Alliance),7,37,Southern Africa,Zimbabwe,Manicaland,Chimanimani,Chimanimani RDC,Nyanyadzi,-19.7812,32.4309,1,Newsday,National,"On 9 July, ZANU PF militia attacked and beat a group of MDC Alliance supporters holding a prayer meeting in Nyanyadzi. 6 ZANU PF supporters have been arrested.",0,1552576475,ZWE
4623880,716,ZIM6076,6076,7/9/2018,2018,1,Violence against civilians,Attack,ZANU-PF: Zimbabwe African National Union-Patriotic Front,,3,Civilians (Zimbabwe),MDC-A: Movement for Democratic Change (Alliance),7,37,Southern Africa,Zimbabwe,Harare,Harare,Harare City Council,Harare,-17.8333,31.05,1,local source,Local,On 9 July ZANU supporters attacked and beat an MDC supporter in a restaurant in Harare. He sustained serious injuries.,0,1552576475,ZWE
